name,alias(es),birthdate,deathdate,id 
"Edwardes, S. M. (Stephen Meredyth)","['Edwardes, Stephen Meredyth']",1873,1927,3415
"Moxon, Elizabeth",[],,,3416
"Greever, Garland","['Greever, Gustavus Garland']",1883,1967,3417
"Bachelor, Joseph M. (Joseph Morris)","['Bachelor, Joseph Morris']",1889,1947,3418
"Smith, Venture","['Broteer', 'Furro, Broteer', 'Venture']",,1805,3419
"Johnson, Douglas Wilson",[],1878,1944,3420
"Blatch, Harriot Stanton",[],1856,1940,3421
"Rees, Arthur J. (Arthur John)",[],1872,1942,3422
"Watson, John R. (John Reay)",[],1872,,3423
"Hoffman, Frank B.",[],1888,1958,3424
"Hoskins, Gayle Porter",[],1887,1962,3425
"Basset, René","['Basset, Rene', 'Basset, René Marie Joseph']",1855,1924,3426
"Forsslund, Louise","['Foster, Mary Louise', 'Foster, May Louise']",1876,1910,3427
Oxonian,[],,,3428
"Mackenzie, Donald A. (Donald Alexander)","['Mackenzie, Donald Alexander']",1873,1936,3429
"Nitti, Francesco Saverio",[],1868,1953,3430
"Garnett, Richard","['Trent, A. G.']",1835,1906,3431
"Massey, W. T. (William Thomas)","['Massey, William Thomas']",,,3432
"Dalton, Hugh Dalton, Baron","['Dalton, Edward Hugh John Neal Dalton, Baron']",1887,1962,3433
"Marquand, John P. (John Phillips)","['Marquand, John Phillips']",1893,1960,3434
"Sweetser, Kate Dickinson",[],,1939,3435
"D'Oliveira, E. (Elias)","[""D'Oliveira, Abraham Elias Jessurun""]",1886,1944,3436
"Harrison, William, rector of Brington",[],,,3437
"Dyer, T. F. Thiselton (Thomas Firminger Thiselton)","['Dyer, Thomas Firminger Thiselton', 'Thiselton-Dyer, T. F. (Thomas Firminger)', 'Thiselton-Dyer, Thomas Firminger']",1848,,3438
"Hutton, Edward",[],1875,1969,3439
"Johnson, Edward Gilpin",[],,,3440
"Waugh, Edwin",[],1817,1890,3441
"Dulabone, Chris",[],,,3442
"Brummitt, Dan B. (Dan Brearley)","['Brummit, Dan B. (Dan Brearley)']",1867,1939,3443
"Dawson, W. J. (William James)","['Dawson, William James']",1854,1928,3444
"Beeton, Mrs. (Isabella Mary)","['Beeton, Isabella Mary Mayson', 'Mayson, Isabella Mary']",1836,1865,3445
"Tyrrell, George",[],1861,1909,3446
"Clark, Donald Lemen",[],1888,1966,3447
"Bryant, William Cullen","['Bryant, W. C. (William Cullen)']",1794,1878,3448
"Stork, Elisabeth P. (Elisabeth Pausinger)","['Stork, Elizabeth P. (Elizabeth Pausinger)']",,,3449
"Toynbee, Arnold","['Toynbee, Arnold J.', 'Toynbee, Arnold Joseph']",1889,1975,3450
"Moore, Frank",[],1843,,3451
"Austin, Walter F. (Walter Forward)","['Austin, Walter Forward']",1872,,3452
"Bernbaum, Ernest",[],1879,1958,3453
Cassius Dio Cocceianus,"['Cassio Dione', 'Dio Cassius Cocceianus', 'Dio, Cassius', 'Dion Cassius Cocceianus', 'Lucio Cassio Dione']",,,3454
"Foster, Herbert Baldwin",[],1874,1906,3455
"Hurgronje, C. Snouck (Christiaan Snouck)","['Hurgronje, C. Snouch', 'Hurgronje, Snouck', 'Snouck Hurgronje, Christiaan']",1857,1936,3456
"Greg, Percy","['Holdreth, Lionel H.']",1836,1889,3457
"Smith, Thomas F. A.",[],1875,,3458
"Kendall, Phebe Mitchell",[],,,3459
"Mitchell, Maria",[],1818,1889,3460
"Gregory, Jackson",[],1882,1943,3461
"Taylor, Thomas",[],1758,1835,3462
"Rovani, Giuseppe",[],1818,1874,3463
"Knight, William Angus",[],1836,1916,3464
"Webb-Peploe, Mrs. (Annie)","['Peploe, Annie Molyneaux']",1805,1880,3465
"Nixon-Roulet, Mary F.",[],,1930,3466
"Mirman, Léon","['Mirman, L. (Léon)', 'Mirman, Leon']",1865,1949,3467
"Adams, J. Esslemont",[],,,3468
"Berman, Louis",[],1893,1946,3469
"Allen, Quincy","['Allen, Captain Quincy']",,,3470
"Barrow, Isaac",[],1630,1677,3471
"Hervilly, Ernest d'","[""D'Hervilly, Ernest"", ""D'Hervilly, Marie Ernest""]",1839,1911,3472
"Scudder, Horace Elisha","['Scudder, H. E. (Horace Elisha)', 'Scudder, Horace E.']",1838,1902,3473
Michelangelo Buonarroti,"['Buonarroti, Michelangelo']",1475,1564,3474
Firdawsi,"['Fardusi', 'Ferdousi', 'Ferdowsi, Abol-Qasem', 'Firdousi', 'Firdusi', 'Pheradausi']",,,3475
"Hafiz, active 14th century","['Hafez', 'Hafis', 'Khorezmi, Khafiz', 'Shams-ud-Din Mohammed']",,,3476
"Gottheil, Richard J. H. (Richard James Horatio)","['Gottheil, Richard James Horatio']",1862,1936,3477
"Atkinson, James",[],1780,1852,3478
"Bicknell, Herman",[],1830,1875,3479
"May, Sophie","['Clarke, Rebecca Sophia']",1833,1906,3480
"Rideout, Henry Milner","['Rideout, H. M. (Henry Milner)']",1877,1927,3481
"Brett, Harold","['Brett, H. M. (Harold Matthews)', 'Brett, Harold M. (Harold Matthews)']",1880,,3482
"Conklin, Nathaniel, Mrs.","['Conklin, Jennie M. D. (Jennie Maria Drinkwater)', 'Conklin, Jennie Maria Drinkwater', 'Conklin, Mrs. Nathaniel', 'Drinkwater, Jennie M.']",1841,1900,3483
"Cassels, Walter Richard","['Cassels, Walter R.']",1826,1907,3484
"Smith, Laura Rountree",[],1876,1924,3485
"Metz-Koning, Maria Catherina","['Metz-Koning, Marie Catherine']",1864,1926,3486
"Garnett, David","['Burke, Leda']",1892,1981,3487
"Garnett, R. A. (Rachel Alice)","['Marshall, Rachel Alice']",,,3488
"Aaronsohn, Alexander",[],1888,1948,3489
"Hoey, Frances Cashel","['Hoey, Cashel, Mrs.', 'Hoey, Frances Sarah Johnston']",1830,1908,3490
"Stoddard, William Osborn","['Stoddard, W. O.', 'Stoddard, William O.']",1835,1925,3491
"Trollope, Frances Milton","['Milton, Frances', 'Trollope, Fanny', 'Trollope, Mrs.']",1780,1863,3492
"Buysse, Cyriel","['Buysse, Cyrillus Gustave Emile', 'Buysse, Cyriël']",1859,1932,3493
"Alvares, Rahul",[],,,3494
"McGuinn, Roger","['McGuinn, James Joseph', 'McGuinn, Jim']",,,3495
"Richardson, James",[],1806,1851,3496
"O'Neill, Rose Cecil","[""Latham, Rose Cecil O'Neill"", ""Wilson, Rose Cecil O'Neill""]",1874,1944,3497
"Dolbey, Robert Valentine",[],1878,1937,3498
"Gandhi, Mahatma","['Gandhi, M. K.', 'Gandhi, Mohandas Karamchand']",1869,1948,3499
"Carr, John, Sir",[],1772,1832,3500
"Tylor, Charles",[],1816,1902,3501
"Yeardley, John",[],1786,1858,3502
"Musick, John R. (John Roy)","['Musick, J. R. (John Roy)', 'Musick, John Roy']",1849,1901,3503
"Vachell, Horace Annesley",[],1861,1955,3504
"Bowman, Earl Wayland",[],1875,1952,3505
"Garvice, Charles",[],1850,1920,3506
"Wells, Philip P. (Philip Patterson)","['Wells, P. P. (Philip Patterson)', 'Wells, Philip Patterson']",1868,1929,3507
"Joyce, T. H.",[],,,3508
"Locker, Arthur",[],1828,1893,3509
"Howard, J. E.",[],,,3510
"Bull, Thomas",[],,,3511
"Conscience, Hendrik","['Conscience, Henri', 'Conscience, Henryk']",1812,1883,3512
"Clarkson, Thomas","['Clarkson, T. (Thomas)']",1760,1846,3513
"Carter, F. A. (Freeland A.)","['Carter, Freeland A.']",,,3514
"Bullen, A. H. (Arthur Henry)","['Bullen, Arthur Henry', 'Butler, A. H.']",1857,1920,3515
"Harris, Richard",[],1833,1906,3516
"Brampton, Henry Hawkins, Baron","['Brampton, Lord', 'Hawkins, Henry, Baron Brampton']",1817,1907,3517
"Harkness, Peter T.",[],,,3518
"McCracken, Elizabeth","['McCracken, Mrs. George', 'Priestley, L. A. M.']",1876,,3519
"Deken, Agatha","['Deken, Aagje']",1741,1804,3520
"Wolff, Elizabeth Bekker","['Bekker, E.', 'Wolff, Betje', 'Wolff-Bekker, Elizabeth']",1738,1804,3521
"Drayton, Daniel",[],1802,1857,3522
"Isham, Frederic Stewart","['Isham, F. S. (Frederic Stewart)', 'Isham, Frederic S. (Frederic Stewart)', 'Isham, Frederick S. (Frederick Stewart)']",1866,1922,3523
"Bilbrough, E. Ernest",[],,,3524
"Jellicoe, John Rushworth","['Jellicoe, John Rushworth Jellicoe, Earl']",1859,1935,3525
"Merrill, Frank T.","['Merrill, F. T.', 'Merrill, Frank Thayer']",1848,,3526
"Lewes, George Henry","['Lawrence, Slingsby', 'Lewes, G. H. (George Henry)']",1817,1878,3527
"Gale, Zona","['Breese, William Lleywelyn, Mrs.', 'Breese, William Llywelyn, Mrs.']",1874,1938,3528
"Francklin, Thomas","['Franklin, Thomas']",1721,1784,3529
"Hughes, Louis",[],1832,,3530
"Parker, Charlotte Tiffany",[],,,3531
"Perry, Nora",[],1831,1896,3532
"Herrman, Karl Stephen",[],,,3533
"Frederick, Edmund","['Frederick, E. (Edmund)']",1870,,3534
"Lansing, Robert",[],1864,1928,3535
"Grinnell, George Bird",[],1849,1938,3536
"Greene, Homer",[],1853,1940,3537
"De La Pasture, Henry, Mrs.","['La Pasture, Henry De, Mrs.', 'Pasture, Elizabeth Bonham De La', 'Pasture, Henry De La, Mrs.', 'Pasture, Mrs. Henry De La']",1866,1945,3538
"Blaisdell, Albert F. (Albert Franklin)","['Blaisdell, Albert Franklin']",1847,1927,3539
"Turnbull, Lawrence, Mrs.","['Turnbull, Francese Litchfield', 'Turnbull, Mrs. Lawrence']",,1927,3540
"Gregory, Augustus Charles",[],1819,1905,3541
"Gregory, Francis Thomas",[],1821,1888,3542
"Eliot, Ethel Cook",[],1890,1972,3543
"Brooke, L. Leslie (Leonard Leslie)","['Brooke, Leonard Leslie', 'Brooke, Leslie']",1862,1940,3544
"Mee, Arthur",[],1875,1943,3545
"Hammerton, John Alexander, Sir","['Hammerton, J. A. (John Alexander)', 'Hammerton, Sir John Alexander']",1871,1949,3546
Wace,"['Wace, Maistre', 'Wace, Master', 'Wace, Robert', 'Wacius, Robert']",,,3547
"Mason, Eugene",[],,,3548
"White, William Patterson","['White, W. P. (William Patterson)']",1884,,3549
"Copplestone, Bennet","['Kitchin, Frederick Harcourt']",1867,1932,3550
"Freeman, R. Austin (Richard Austin)","['Freeman, Richard Austin']",1862,1943,3551
Atticus,"['Hewitson, A. (Anthony)', 'Hewitson, Anthony']",1835,1912,3552
"Canth, Minna","['Canth, Ulrika Vilhelmina Johnsson', 'Johnsson, Ulrika Vilhelmina', 'Wilja']",1844,1897,3553
"Smith, C. Alphonso (Charles Alphonso)","['Smith, Alphonso', 'Smith, Charles Alphonso']",1864,1924,3554
"Root, Elihu",[],1845,1937,3555
"Powers, Leland Todd","['Powers, Leland T. (Leland Todd)']",1857,1920,3556
"Green, Alice Stopford","['Green, A. S. (Alice Stopford)', 'Green, Mrs. J. R.', 'Stopford, Alice Sophia Amelia']",1848,1929,3557
"Trask, Katrina","['Trask, Kate Nichols']",1853,1922,3558
"Howe, Julia Ward","['Howe, Mrs. Samuel Gridley', 'Ward, Julia']",1819,1910,3559
"Steffe, William",[],,1890,3560
"De Marchi, Emilio","['Marchi, Emilio de']",1851,1901,3561
"Valle-Inclán, Ramón del","['Del Valle-Inclán, Ramón', 'Inclán, Ramón del Valle', 'Montenegro, Ramon Maria del Valle Inclan y', 'Montenegro, Ramón María del Valle Inclán y', 'Valle-Inclan, Ramon del']",1866,1936,3562
"McGaffey, Kenneth",[],,,3563
"Dell, Ethel M. (Ethel May)","['Dell, Ethel May', 'Savage, Ethel Mary Dell']",1881,1939,3564
"Bridges, Victor",[],,,3565
"Couperus-Baud, Elizabeth",[],1867,1960,3566
"Smith, R. Cadwallader",[],,,3567
"Cotter, Frank J.","[""O'Cotter, Pat""]",,,3568
"Adams, E. E. (Ezra Eastman)","['Adams, Ezra Eastman']",1813,1871,3569
W. M.,"['M., W.']",,,3570
"Calkin, John Baptiste","['Calkin, J. Baptiste (John Baptiste)']",1827,1905,3571
"Pierpont, James",[],1822,1893,3572
"Birmingham, George A.","['Birmingham, G. A. (George A.)', 'Hannay, James O. (James Owen)', 'Hannay, James Owen']",1865,1950,3573
"Browne, Theo. Stephenson",[],,,3574
"Stevenson, Augusta",[],,,3575
"Clough, Ethlyn T.",[],,,3576
"Soissons, Count de","['Soissons, C. S. de', 'Soissons, Guy Jean Raoul Eugene Charles Emmanuel de Savoie-Carignan, Comte de', 'Soissons, Guy Jean Raoul Eugène Charles Emmanuel de Savoie-Carignan, Comte de', 'Soissons, S. C. de (Savoie Carignan)', 'Soissons, Savoie Carignan']",1860,,3577
"Hastings, Howard L. (Howard Livingston)","['Hastings, H. L. (Howard Livingston)']",1887,,3578
"Tyndale, William","['Tindale, William', 'Tindall, William', 'Tyndal, William', 'Tyndall, William']",1492,1536,3579
"Yonge, Charles Duke","['Yonge, C. D. (Charles Duke)']",1812,1891,3580
"Owen, Will",[],1869,1957,3581
"Langworthy, John Luther",[],,,3582
"Kock, Paul de","['Kock, Charles Paul de']",1793,1871,3583
"Mendès, Catulle","['Mendes, Catulle', 'Mendès, Catulles']",1841,1909,3584
"Le Sage, Alain René","['Le Sage, Alain Rene', 'Lesage, Alain-René', 'Sage, Alain René Le', 'Sage, Alain-René le']",1668,1747,3585
"Robert, Clémence","['Robert, Clemence']",,1872,3586
"Vidocq, Eugène François","['Vidocq, Eugene Francois', 'Vidocq, François']",1775,1857,3587
"Prévost, Marcel","['Marcel Prévost', 'Prevost, Marcel']",1862,1941,3588
"Murger, Henri","['Murger, Henry']",1822,1861,3589
"Reynolds, Francis J. (Francis Joseph)",[],1867,1937,3590
"Aicard, Jean","['Aicard, Jean Francois Victor', 'Aicard, Jean François Victor']",1848,1921,3591
"Chenevière, Adolphe","['Cheneviere, Adolphe']",,,3592
"Barnum, Vance",[],,,3593
"Bradley, Alice",[],1875,1946,3594
"Grattan, Thomas Colley","['Grattan, T. C. (Thomas Colley)']",1792,1864,3595
"Boothby, Guy","['Boothby, Guy Newell']",1867,1905,3596
"Somerville, William","['Somervile, William']",1675,1742,3597
"Gay, John",[],1685,1732,3598
International Committee of the Red Cross,[],,,3599
"Melville, Lewis",[],1874,1932,3600
"Montagu, Mary Wortley, Lady","['Montagu, Mary Pierrepont Wortley, Lady', 'Montague, Mary Wortley, Lady', 'Montagute, Mary Wortlay, Lady']",1689,1762,3601
"Trumbull, H. Clay (Henry Clay)","['Trumbull, Henry Clay']",1830,1903,3602
"Knowles, Frederic Lawrence",[],1869,1905,3603
"Cibber, Theophilus",[],1703,1758,3604
"Snell, Roy J. (Roy Judson)","['Snell, Roy Judson']",1878,1959,3605
"Kerr, Robert",[],1755,1813,3606
"Child, Francis James","['Child, F. J. (Francis James)']",1825,1896,3607
"Beynon, William George Laurence, Sir",[],1866,1955,3608
"Carlowitz, Aloïse Christine, baronne de","['Carlowitz, A. de', 'Carlowitz, Aloise Christine, baronne de', 'Carlowitz, Aloyse Christine de']",1797,1863,3609
"Wright, Blanche Fisher",[],,,3610
"Smith, Arthur Cosslett",[],1852,1926,3611
"Elgin, James Bruce, Earl of","['Bruce, James, Earl of Elgin', 'Elgin, James Bruce, 8th Earl of', 'Kincardine, James Bruce, Earl of']",1811,1863,3612
"Keynes, John Maynard","['Keynes, J. M. (John Maynard)', 'Keynes, John Maynard Keynes, Baron']",1883,1946,3613
"Henderson, Hubert Douglas, Sir","['Henderson, H. D. (Hubert Douglas), Sir']",1890,1952,3614
"Benwell, John","['Benwell, J. (John)']",,,3615
"Fletcher, John","['Flecher, John', 'Fletcher, Iohn']",1579,1625,3616
"Beaumont, Francis","['Beamont, Francis']",1584,1616,3617
"Glover, Arnold",[],1865,1905,3618
"Skeat, Walter W. (Walter William)","['Skeat, Walter William']",1835,1912,3619
"Mayhew, A. L. (Anthony Lawson)","['Mayhew, Anthony Lawson']",1842,,3620
"Keeling, Annie E.",[],,,3621
"Wilkinson, Spenser","['Wilkinson, Henry Spenser']",1853,1937,3622
"Havergal, Frances Ridley","['Havergal, F. R. (Frances Ridley)']",1836,1879,3623
"Daniel, Florence",[],,,3624
"Hunt, Leigh","['Hunt, James Henry Leigh']",1784,1859,3625
"Boiardo, Matteo Maria","['Boiardo, Mattheo Maria', 'Bojardo, Matteo Maria, conte di Scandiano', 'Boyardo, Matteo Maria']",1440,1494,3626
"Cordier, Henri",[],1849,1925,3627
"Yule, Henry, Sir",[],1820,1889,3628
"Polo, Marco",[],1254,,3629
Rustichello of Pisa,[],,,3630
"Gasparin, Agénor, comte de","['De Gasparin, Agénor, comte', 'Gasparin, Agenor Etienne, comte de', 'Gasparin, Agenor, comte de', 'Gasparin, Agénor Étienne, comte de']",1810,1871,3631
"Booth, Mary L. (Mary Louise)","['Booth, Mary Louise']",1831,1889,3632
"Heffner, George H.",[],,,3633
"Kleiser, Grenville",[],1868,1953,3634
"Cram, Ralph Adams","['Cram, R. A. (Ralph Adams)']",1863,1942,3635
"Clark, Badger","['Clark, Charles Badger']",1883,1957,3636
"Airy, George Biddell","['Airy, G. B. (George Biddell)']",1801,1892,3637
"Airy, Wilfrid",[],,,3638
"McDevitte, W. A. (William Alexander)","['McDevitte, William A.', 'McDevitte, William Alexander']",,,3639
Multatuli,"['Dekker, Eduard Douwes']",1820,1887,3640
"Overton, William Hassell",[],1868,,3641
"Lenclos, Ninon de","[""L'Enclos, Ninon de"", 'Lenclos, Anne de']",1620,1705,3642
"Robinson, Charles Henry",[],1841,,3643
"Wren, Percival Christopher","['Wren, P. C.']",1885,1941,3644
"Zimmern, Alfred","['Chin-mou', 'Zimmern, A. E. (Alfred Eckhard)']",1879,1957,3645
"Wilson, John Dover","['Wilson, J. D. (John Dover)']",1881,1969,3646
"Seton-Watson, R. W. (Robert William)","['Seton-Watson, Robert William', 'Viator, Scotus']",1879,1951,3647
"Greenwood, Arthur",[],1880,1954,3648
"Axon, William E. A. (William Edward Armytage)","['Axon, William Edward Armytage']",1846,1913,3649
"Jacobus, de Cessolis, active 1288-1322","['Cassalis, Jacob von', 'Cessole, Jacopo da', 'Cessole, Jakob von', 'Cessoles, Jacques de', 'Cessolis, Jacobo de', 'Cessolis, Jacobus de', 'De Cessolis, Jacobus', 'Iacobus, de Cessolis']",,,3650
"Caxton, William",[],,1491,3651
"Kitson, Harry Dexter",[],,,3652
"Gardiner, A. G. (Alfred George)","['Alpha of the plough', 'Gardiner, Alfred George']",1865,1946,3653
"Harris, Thaddeus Mason","['Harris, T. M. (Thaddeus Mason)', 'Harris, Thadeus Mason']",1768,1842,3654
"Loudun, Eugène","['Balleyguier, Eugène', 'Fidus', 'Loudun, Eugene']",1818,1898,3655
"Bureau, Allyre",[],1810,1859,3656
"Reid, Mayne","['Mayne-Reid, Captain', 'Reid, Thomas Mayne']",1818,1883,3657
"Wilberforce, William","['Wilberforce, W. (William)']",1759,1833,3658
"Jacob, P. L.","['Dufour, Pierre', 'Jacob, Bibliophile', 'Jacob, Paul L.', 'Lacroix, Paul']",1806,1884,3659
"Bang, Herman","['Bang, Herman Joachim']",1857,1912,3660
"Cerf, Barry",[],1881,,3661
"Kossuth, Lajos","['Deregnyei', 'Kossuth, Louis']",1802,1894,3662
"Ellenborough, Edward Law, Earl of","['Ellenborough, Lord', 'Law, Edward, Earl of Ellenborough', 'Southam de la Bere, Edward Law, Earl of Ellenborough']",1790,1871,3663
"Colchester, Reginald Charles Edward Abbot, 3d Baron",[],1842,1919,3664
"Bridge, Cyprian, Sir","['Bridge, Cyprian A. G. (Cyprian Arthur George)']",1839,1924,3665
"Laffon de Ladébat, André-Daniel","['De Ladébat, André-Daniel Laffon', 'Ladébat, André-Daniel Laffon de', 'Laffon de Ladebat, Andre-Daniel', 'Laffon-Ladébat, M. (André-Daniel)']",1746,1829,3666
"Lingard, John","['Lingard, J. (John)']",1771,1851,3667
"Dickson, William P. (William Purdie)","['Dickson, William Purdie']",1823,1901,3668
"Campbell, Blendon",[],,,3669
"Hobson, J. A. (John Atkinson)","['Hobson, John Atkinson']",1858,1940,3670
"Bullitt, William C. (William Christian)","['Bullitt, William Christian']",1891,1967,3671
"Saunders, T. Bailey (Thomas Bailey)","['Saunders, Bailey', 'Saunders, Thomas Bailey']",1860,1928,3672
"Schopenhauer, Arthur",[],1788,1860,3673
Pindar,"['Pindare', 'Pindaro', 'Pindarus', 'Πίνδαρος']",-522,-446,3674
"Noyes, George Rapall",[],1873,1952,3675
"Newell, Jane H. (Jane Hancox)",[],,,3676
"Barrett, Frank",[],1848,,3677
"McCleary, J. T. (James Thompson)","['McCleary, James Thompson']",1853,1924,3678
"Merrill, Rufus",[],1803,1891,3679
"Draycott, Gladys M.",[],,,3680
"Spafford, Oliver",[],,,3681
"Falkner, John Meade","['Falkner, J. Meade (John Meade)']",1858,1932,3682
"Sheard, Virna","['Sheard, Virginia Stanton']",1864,1943,3683
"Lomax, E. L. (Edward Lloyd)","['Lomax, Edward Lloyd']",1852,1916,3684
"Stojan, Harry","['Стоянов, Хари']",,,3685
"Rushkoff, Douglas",[],,,3686
"Smith, John Stafford","['Brown, John Stafford']",1750,1836,3687
"Key, Francis Scott","['Key, F. S. (Francis Scott)']",1779,1843,3688
"Torrey, Bradford",[],1843,1912,3689
"Morris, Joseph",[],1889,1947,3690
"Adams, St. Clair",[],1883,,3691
"Champollion, Jean-François","['Champollion, J.-F. (Jean-François)', 'Champollion, Jean-Francois', 'Champollion, le jeune']",1790,1832,3692
"Brayman, James O.",[],1815,1887,3693
"Philp, Robert Kemp","['Philp, R. Kemp (Robert Kemp)']",1819,1882,3694
"Maspero, G. (Gaston)","['Maspero, Gaston Camille Charles, Sir']",1846,1916,3695
"Comyn, Tomás de","['Comin, Tomas de', 'Comyn, Tomas de', 'Comín, Tomás de', 'De Comyn, Tomás']",,,3696
"Wilkes, Charles",[],1798,1877,3697
"Virchow, Rudolf","['Virchow, Rudolf Ludwig Karl', 'Virchow, Rudolph']",1821,1902,3698
